Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
26846,2.01,Premium,D,SI2,62.7,58.0,16776,8.06,7.99,5.03
1888,0.71,Very Good,F,SI2,61.4,56.0,3075,5.71,5.73,3.51
1878,0.71,Ideal,E,VS2,62.2,57.0,3073,5.69,5.73,3.55
10487,1.02,Good,H,SI1,63.4,57.0,4796,6.36,6.42,4.05
12859,1.1,Ideal,G,SI2,62.1,58.0,5361,6.61,6.63,4.11
17704,0.32,Ideal,D,SI2,61.4,56.0,612,4.46,4.43,2.73
51831,0.7,Good,H,VS1,59.4,62.0,2421,5.71,5.74,3.4
19239,1.01,Very Good,G,IF,63.0,60.0,7974,6.31,6.35,3.99
3812,0.73,Ideal,D,VS2,61.4,56.0,3467,5.81,5.78,3.56
7078,0.33,Premium,H,VS1,61.9,58.0,579,4.43,4.45,2.75
53707,0.81,Good,F,SI1,64.3,53.0,2718,5.91,5.97,3.81
16410,1.0,Good,F,VS1,57.8,59.0,6552,6.57,6.59,3.8
52337,0.72,Good,H,VS2,61.8,61.0,2497,5.68,5.75,3.53
53309,0.3,Premium,D,SI1,62.7,60.0,552,4.23,4.26,2.66
10851,1.03,Ideal,E,SI1,58.9,57.0,4873,6.62,6.56,3.88
53017,0.71,Good,G,VS2,64.0,55.0,2599,5.65,5.67,3.62
7929,0.93,Ideal,H,SI1,61.7,55.0,4317,6.26,6.29,3.87
9701,0.32,Very Good,D,SI1,63.0,58.0,589,4.36,4.4,2.76
38339,0.32,Premium,G,IF,59.4,59.0,1020,4.51,4.48,2.67
2398,0.32,Very Good,G,VS2,62.0,59.0,561,4.37,4.41,2.72
29240,0.37,Very Good,G,VS1,58.3,62.0,696,4.72,4.75,2.76
49757,0.7,Premium,E,SI2,61.8,59.0,2159,5.69,5.76,3.54
43448,0.5,Good,E,SI1,63.8,55.0,1415,5.09,5.04,3.23
35210,0.33,Premium,I,IF,62.1,58.0,891,4.43,4.39,2.74
2934,0.91,Good,J,VS2,61.3,61.0,3290,6.18,6.25,3.81
41040,0.41,Ideal,E,VVS2,60.9,56.0,1187,4.75,4.81,2.91
11486,1.2,Very Good,H,SI2,61.9,57.0,5016,6.78,6.85,4.22
6275,1.0,Premium,E,SI2,60.4,62.0,4014,6.52,6.42,3.91
34485,0.43,Very Good,G,VS2,59.1,60.0,867,4.88,4.93,2.9
32086,0.33,Ideal,D,VS2,61.9,53.0,781,4.46,4.49,2.77
33084,0.32,Ideal,E,VVS1,62.5,56.0,814,4.38,4.42,2.75
14778,1.25,Premium,D,SI2,63.0,62.0,5947,6.86,6.82,4.3
11585,1.2,Ideal,H,SI2,62.3,57.0,5040,6.83,6.75,4.23
6204,1.0,Premium,G,SI2,59.0,62.0,3998,6.52,6.47,3.83
20155,1.04,Premium,F,VVS2,62.1,56.0,8610,6.54,6.48,4.04
3928,0.74,Very Good,D,VS2,62.2,59.0,3498,5.8,5.84,3.62
716,1.02,Ideal,H,SI2,61.6,55.0,2856,6.49,6.43,3.98
11509,1.01,Ideal,H,SI1,60.4,58.0,5020,6.5,6.54,3.94
45733,0.56,Ideal,E,VS2,62.8,57.0,1699,5.21,5.23,3.28
46415,0.52,Ideal,E,VS2,61.3,55.0,1767,5.22,5.19,3.19
35803,0.31,Premium,F,IF,61.9,58.0,914,4.36,4.39,2.71
33689,0.33,Very Good,H,IF,61.2,56.0,838,4.46,4.5,2.74
7856,0.9,Premium,D,SI1,59.4,62.0,4304,6.24,6.19,3.69
21765,1.52,Premium,E,SI2,58.1,60.0,9831,7.59,7.53,4.39
8395,0.37,Good,H,VS2,63.1,55.0,584,4.59,4.63,2.91
36578,0.4,Very Good,G,VVS2,59.2,63.0,945,4.88,4.81,2.87
53619,0.3,Ideal,D,SI1,61.9,56.0,552,4.28,4.31,2.66
45318,0.32,Premium,H,VS1,61.6,59.0,524,4.37,4.39,2.7
41377,0.5,Ideal,I,VS2,61.6,54.0,1220,5.11,5.14,3.16
26707,0.32,Very Good,H,VVS2,60.2,60.0,645,4.45,4.48,2.69
16525,1.33,Very Good,G,SI2,62.0,59.0,6603,7.1,7.04,4.38
3864,0.86,Ideal,E,SI2,60.0,56.0,3478,6.22,6.24,3.74
13635,1.05,Premium,H,VS1,60.9,60.0,5580,6.58,6.53,3.99
4702,1.13,Ideal,H,I1,62.2,55.0,3678,6.65,6.69,4.15
21151,1.59,Premium,I,VS2,59.9,60.0,9304,7.57,7.61,4.55
40707,0.52,Ideal,D,SI2,61.0,56.0,1158,5.17,5.22,3.17
36535,0.42,Premium,F,VS2,61.9,58.0,945,4.8,4.76,2.96
49196,0.55,Ideal,G,VVS1,61.2,56.0,2077,5.27,5.3,3.24
53368,0.7,Premium,E,SI1,58.6,60.0,2657,5.78,5.75,3.38
48264,0.46,Ideal,E,VVS1,62.5,53.0,1955,4.95,5.0,3.11
31439,0.33,Good,F,VVS1,63.3,57.0,764,4.38,4.44,2.79
19164,1.2,Ideal,G,SI1,61.2,56.0,7920,6.87,6.88,4.21
6097,0.96,Good,H,SI2,61.6,59.0,3975,6.24,6.29,3.86
48188,0.91,Good,J,I1,63.1,57.0,1945,6.06,6.12,3.84
9760,1.0,Very Good,D,SI2,62.5,58.0,4661,6.35,6.44,4.0
27104,2.1,Ideal,I,SI1,60.8,60.0,17250,8.24,8.35,5.04
30395,0.33,Ideal,H,VVS1,61.5,56.0,730,4.46,4.49,2.75
47145,0.53,Ideal,F,VS1,62.4,57.0,1832,5.18,5.21,3.24
41122,0.58,Ideal,J,VS2,62.8,57.0,1196,5.33,5.28,3.33
42722,0.53,Ideal,I,VVS2,61.2,56.0,1341,5.21,5.28,3.21
41843,0.35,Ideal,E,IF,61.4,56.0,1254,4.56,4.53,2.79
4676,1.0,Good,F,SI2,60.6,62.0,3672,6.36,6.45,3.88
19378,0.4,Good,E,SI2,63.1,57.0,622,4.7,4.72,2.97
23350,0.3,Ideal,I,SI1,61.7,57.0,422,4.3,4.32,2.66
4948,1.01,Premium,F,SI2,62.7,58.0,3733,6.38,6.32,3.98
11127,1.0,Ideal,F,SI1,60.0,57.0,4939,6.45,6.41,3.86
26550,1.01,Premium,D,IF,61.6,56.0,16234,6.46,6.43,3.97
41147,0.5,Very Good,F,SI1,61.0,60.0,1197,5.08,5.11,3.11
48389,0.5,Good,G,VVS1,63.3,56.0,1966,5.07,5.1,3.22
16517,1.0,Premium,E,VS2,60.0,60.0,6600,6.43,6.43,3.89
23415,1.52,Ideal,F,VS2,62.3,55.0,11405,7.37,7.33,4.58
5849,1.0,Premium,H,SI2,61.3,58.0,3920,6.45,6.41,3.94
23418,1.83,Ideal,J,VS2,62.0,56.0,11406,7.84,7.9,4.88
49512,0.7,Good,G,SI1,64.0,57.0,2121,5.63,5.58,3.59
52454,0.7,Ideal,F,SI1,62.3,56.0,2515,5.68,5.72,3.55
4487,0.9,Good,E,SI1,60.8,65.0,3625,6.31,6.18,3.8
43544,0.53,Premium,F,SI1,60.9,59.0,1428,5.21,5.23,3.18
7928,0.91,Ideal,I,VS2,61.6,55.0,4317,6.21,6.28,3.85
28446,0.31,Ideal,H,VVS1,61.2,58.0,671,4.35,4.38,2.67
4730,0.42,Very Good,G,SI2,59.5,61.0,573,4.85,4.9,2.9
31484,0.34,Ideal,G,VS2,61.9,55.0,765,4.53,4.49,2.79
29455,0.4,Premium,I,SI2,60.5,58.0,702,4.82,4.76,2.9
11609,1.15,Very Good,H,SI1,60.9,57.0,5047,6.72,6.8,4.12
49162,0.69,Very Good,I,VS2,63.3,57.0,2070,5.64,5.57,3.55
53194,0.7,Very Good,G,VS2,62.2,61.0,2633,5.54,5.59,3.46
6546,0.9,Good,H,VS1,60.6,61.0,4072,6.13,6.19,3.73
9226,1.19,Premium,I,SI2,61.6,56.0,4558,6.87,6.83,4.22
22606,1.79,Ideal,J,VS2,61.8,56.0,10658,7.74,7.85,4.82
42052,0.55,Premium,H,VS2,59.9,61.0,1270,5.31,5.28,3.17
41588,0.3,Ideal,H,SI1,61.9,54.0,389,4.33,4.36,2.69
19702,0.37,Very Good,G,SI2,63.4,57.0,624,4.57,4.55,2.89
9103,1.01,Very Good,D,SI2,62.0,59.0,4528,6.36,6.4,3.96
19828,1.51,Ideal,I,SI1,61.2,60.0,8396,7.39,7.37,4.52
40544,0.61,Very Good,J,SI1,60.8,58.0,1149,5.46,5.49,3.33
40302,0.4,Premium,G,VS1,61.3,60.0,1125,4.71,4.66,2.87
10762,1.01,Ideal,E,SI1,60.7,57.0,4853,6.52,6.49,3.95
11102,0.9,Ideal,G,VS1,61.8,56.0,4931,6.19,6.24,3.84
48709,0.7,Very Good,G,SI1,61.7,57.0,2010,5.65,5.8,3.53
9708,0.32,Very Good,I,VVS1,60.1,61.0,589,4.4,4.45,2.66
45126,0.59,Very Good,E,SI1,62.9,58.0,1652,5.31,5.34,3.35
10220,1.0,Ideal,E,SI2,61.8,57.0,4743,6.39,6.43,3.96
48859,0.7,Very Good,I,VS2,64.2,55.0,2034,5.57,5.61,3.59
31903,0.3,Premium,G,VS1,62.9,58.0,776,4.32,4.27,2.7
11166,1.07,Premium,D,SI2,62.4,61.0,4949,6.51,6.48,4.05
24256,1.6,Good,E,SI1,63.6,58.0,12467,7.38,7.44,4.71
39134,0.41,Premium,G,VS2,61.8,59.0,1061,4.76,4.72,2.93
29752,0.39,Very Good,G,SI1,61.7,59.4,709,4.65,4.7,2.88
42915,0.51,Good,D,SI1,58.7,58.0,1363,5.21,5.25,3.07
9458,1.09,Very Good,D,SI2,62.2,59.0,4598,6.46,6.49,4.03
20577,1.71,Premium,J,VS2,60.3,61.0,8887,7.74,7.69,4.65
28323,0.33,Ideal,F,VS2,62.1,54.0,666,4.43,4.46,2.76
27994,0.3,Ideal,E,VS2,62.2,56.0,658,4.28,4.3,2.67
34251,0.38,Ideal,G,SI1,60.9,56.0,855,4.71,4.68,2.86
28891,0.3,Very Good,G,VVS2,62.3,59.0,684,4.25,4.29,2.66
17767,1.22,Premium,F,VS2,63.0,60.0,7154,6.85,6.74,4.28
5946,1.02,Very Good,E,SI2,63.6,59.0,3947,6.23,6.28,3.98
35305,0.3,Ideal,I,VS1,61.0,56.0,473,4.35,4.37,2.66
525,0.83,Premium,H,SI1,62.5,59.0,2825,6.02,5.95,3.74
26404,2.01,Good,H,SI1,63.2,58.0,15919,7.93,7.98,5.03
11116,1.02,Good,F,SI1,64.3,58.0,4936,6.28,6.32,4.05
20358,1.51,Ideal,I,SI1,62.4,59.0,8752,7.27,7.34,4.56
20561,1.08,Ideal,G,IF,61.3,57.0,8873,6.59,6.62,4.05
11503,0.71,Ideal,F,VVS1,61.7,56.0,5019,5.73,5.77,3.55
50950,0.53,Premium,D,VS1,61.3,58.0,2321,5.27,5.2,3.21
22303,1.65,Ideal,H,SI2,61.6,55.0,10349,7.58,7.62,4.68
44114,0.46,Ideal,G,IF,61.6,54.0,1558,4.97,5.0,3.07
50628,0.25,Good,H,VVS1,60.6,64.0,401,4.05,4.07,2.46
12058,0.26,Very Good,F,VVS2,63.2,54.0,597,4.05,4.08,2.57
6276,1.0,Very Good,H,SI2,63.0,61.0,4015,6.31,6.35,3.99
5319,1.08,Premium,I,SI2,62.7,57.0,3805,6.57,6.53,4.11
46832,0.54,Ideal,G,VS1,61.7,56.0,1809,5.22,5.25,3.23
44090,0.5,Ideal,E,VS2,61.6,56.0,1554,5.1,5.13,3.15
8722,0.3,Fair,E,VVS2,66.6,54.0,586,4.14,4.18,2.77
49633,0.32,Premium,I,SI1,61.6,61.0,540,4.4,4.36,2.7
5949,0.97,Premium,I,VS2,62.2,56.0,3948,6.34,6.29,3.94
22024,0.34,Ideal,G,VS2,61.0,55.0,628,4.56,4.58,2.79
12571,1.01,Good,G,VS2,63.8,57.0,5279,6.27,6.34,4.02
35207,0.33,Premium,I,IF,62.0,58.0,891,4.46,4.44,2.76
31739,0.35,Premium,D,SI1,61.5,58.0,772,4.55,4.53,2.79
23802,1.5,Premium,D,SI1,62.1,60.0,11863,7.28,7.22,4.5
22420,1.23,Ideal,G,VVS2,61.3,56.0,10445,6.89,6.91,4.23
39247,0.38,Ideal,E,VVS2,60.9,56.0,1068,4.71,4.68,2.06
24999,1.51,Good,G,VS1,62.4,59.0,13515,7.25,7.28,4.53
29561,0.33,Premium,F,SI1,59.9,61.0,705,4.47,4.44,2.67
46587,0.55,Very Good,G,VS1,62.0,57.0,1786,5.25,5.3,3.27
4425,0.9,Fair,F,SI2,64.6,56.0,3613,6.01,6.07,3.9
34548,0.36,Premium,F,VS2,58.5,58.0,869,4.69,4.65,2.73
30878,0.33,Premium,E,SI1,61.1,58.0,743,4.47,4.43,2.72
14855,1.06,Premium,D,SI1,58.9,61.0,5983,6.69,6.63,3.92
3482,0.81,Ideal,G,VS2,61.5,55.0,3397,6.0,6.06,3.71
16397,1.23,Good,G,SI1,63.1,56.0,6545,6.78,6.81,4.29
17969,1.22,Premium,E,SI1,62.6,58.0,7262,6.78,6.8,4.25
48230,0.57,Ideal,E,VS2,61.6,56.0,1949,5.38,5.33,3.3
53686,0.74,Very Good,F,SI1,62.7,58.0,2715,5.71,5.78,3.6
40067,0.43,Premium,G,VS2,61.2,58.0,1113,4.9,4.84,2.98
9690,1.0,Very Good,H,VS2,63.3,62.0,4652,6.37,6.29,4.01
42631,0.51,Ideal,H,SI1,62.1,55.0,1331,5.17,5.15,3.2
23813,1.51,Premium,E,SI1,63.0,58.0,11873,7.33,7.27,4.6
15072,1.02,Very Good,G,VS2,60.5,54.0,6058,6.48,6.57,3.95
37939,0.3,Ideal,H,VS2,61.9,54.6,486,4.27,4.33,2.67
10313,1.25,Ideal,J,SI1,62.7,57.0,4764,6.86,6.88,4.31
53732,0.72,Very Good,E,SI1,63.1,58.0,2723,5.69,5.72,3.6
21778,1.09,Ideal,F,VVS2,62.5,55.0,9845,6.6,6.52,4.1
19002,1.0,Premium,G,IF,61.4,59.0,7822,6.47,6.39,3.95
20125,1.2,Ideal,F,VS2,61.2,53.0,8588,6.88,6.85,4.2
43628,0.43,Premium,G,IF,60.9,59.0,1433,4.88,4.94,2.99
2770,0.71,Ideal,D,SI1,62.0,55.0,3252,5.71,5.76,3.56
39963,0.52,Premium,I,SI1,62.9,58.0,1105,5.14,5.04,3.2
8725,0.31,Good,H,VS2,63.8,56.0,586,4.33,4.29,2.75
51830,0.7,Ideal,F,SI2,61.4,55.0,2421,5.73,5.77,3.53
33817,0.32,Premium,E,VVS2,59.9,58.0,842,4.45,4.5,2.68
1863,0.9,Good,G,SI2,63.7,62.0,3067,6.01,6.07,3.85
23291,2.02,Ideal,J,SI2,62.7,56.9,11314,8.03,8.07,5.05
11135,1.0,Premium,F,SI1,59.7,60.0,4939,6.51,6.48,3.88
34697,0.3,Ideal,F,IF,60.9,57.0,873,4.35,4.38,2.66
40190,0.38,Ideal,F,VVS1,61.5,56.0,1120,4.68,4.71,2.88
47780,0.6,Premium,D,SI1,61.6,58.0,1896,5.42,5.45,3.35
48705,0.6,Very Good,D,VS2,63.7,56.0,2010,5.34,5.36,3.41
38422,0.3,Premium,E,IF,61.0,59.0,1026,4.29,4.33,2.63
24846,2.17,Premium,H,SI1,62.3,58.0,13248,8.29,8.25,5.15
5468,0.77,Ideal,D,VS2,61.1,57.0,3837,5.93,5.96,3.63
26255,2.0,Good,I,VS1,58.8,65.0,15708,8.03,8.1,4.74
26441,1.54,Premium,G,VVS2,62.2,59.0,15983,7.41,7.37,4.6
32980,0.37,Very Good,E,VS2,62.3,59.0,811,4.56,4.59,2.85
49692,0.5,Ideal,F,VVS1,62.6,53.1,2145,5.08,5.11,3.19
35695,0.3,Premium,D,VS2,60.5,58.0,911,4.38,4.35,2.64
14446,1.22,Premium,I,VS2,62.3,59.0,5832,6.79,6.83,4.24
30927,0.35,Very Good,H,VVS1,60.1,62.0,745,4.52,4.57,2.73
18267,1.51,Premium,J,VS2,62.3,59.0,7418,7.31,7.35,4.57
17983,1.2,Premium,E,SI1,60.9,57.0,7274,6.86,6.8,4.16
11821,1.16,Ideal,E,SI2,62.7,56.0,5093,6.73,6.69,4.21
46030,0.57,Ideal,G,VS2,61.8,56.0,1728,5.35,5.3,3.29
32251,0.31,Ideal,H,IF,62.2,54.0,789,4.38,4.4,2.73
16928,1.11,Ideal,I,VS1,61.2,57.0,6758,6.67,6.7,4.09
25650,2.51,Premium,H,SI2,60.6,61.0,14543,8.88,8.68,5.29
16426,1.03,Ideal,H,VVS2,62.4,53.0,6560,6.45,6.51,4.05
30694,0.3,Premium,F,VVS2,61.4,59.0,737,4.31,4.36,2.66
19066,1.51,Ideal,J,VS2,61.7,57.0,7847,7.44,7.4,4.58
12050,0.4,Ideal,I,SI1,61.6,56.0,596,4.68,4.74,2.9
4941,1.01,Premium,H,SI2,59.6,60.0,3732,6.55,6.5,3.89
21907,1.58,Ideal,I,SI2,60.9,59.0,9973,7.48,7.55,4.58
22386,1.51,Premium,H,VS2,60.6,58.0,10411,7.42,7.36,4.48
13656,1.27,Premium,I,SI1,60.9,59.0,5588,6.94,6.99,4.24
26834,2.01,Ideal,H,SI1,65.1,56.0,16733,7.91,7.84,5.12
21950,1.04,Ideal,E,VVS2,62.9,55.0,10019,6.47,6.51,4.08
5431,0.91,Ideal,J,VVS2,60.2,57.0,3826,6.31,6.34,3.81
7214,1.01,Fair,H,SI1,64.6,55.0,4191,6.29,6.25,4.05
15025,1.0,Premium,G,VS2,58.6,61.0,6048,6.61,6.57,3.86
49424,0.7,Very Good,H,SI1,62.2,56.0,2107,5.64,5.67,3.52
42565,0.55,Very Good,H,VS2,60.2,59.0,1327,5.36,5.24,3.19
8066,0.37,Premium,J,VS2,60.7,60.0,583,4.68,4.65,2.83
2515,0.9,Good,H,SI1,63.8,57.0,3201,6.07,6.13,3.89
5633,1.0,Good,H,SI2,63.9,55.0,3878,6.25,6.33,4.02
15797,1.29,Premium,I,VS2,60.4,58.0,6321,7.12,7.03,4.27
693,0.91,Very Good,I,SI1,63.5,57.0,2852,6.12,6.07,3.87
28535,0.42,Fair,D,SI1,64.7,61.0,675,4.7,4.73,3.05
3152,0.98,Fair,G,SI2,66.6,56.0,3332,6.12,6.02,4.04
31524,0.34,Very Good,E,SI1,63.2,55.0,765,4.49,4.46,2.83
16980,1.37,Very Good,G,SI2,63.4,61.0,6781,6.95,7.03,4.43
4428,1.0,Good,J,SI1,58.7,62.0,3614,6.47,6.51,3.81
33234,0.4,Good,H,VVS2,59.1,61.0,823,4.79,4.82,2.84
13521,1.2,Good,E,SI2,63.3,55.0,5544,6.73,6.77,4.27
33818,0.4,Good,I,VVS1,63.9,56.0,842,4.64,4.68,2.98
49974,0.29,Very Good,G,VVS2,62.2,55.0,541,4.24,4.27,2.64
51896,0.73,Ideal,E,SI2,62.8,55.0,2431,5.73,5.76,3.61
19207,1.04,Premium,G,VVS2,61.8,58.0,7953,6.47,6.51,4.01
48818,0.51,Premium,G,VVS1,62.4,58.0,2027,5.13,5.09,3.19
12897,0.81,Ideal,E,VVS2,62.2,53.7,5373,5.97,5.99,3.72
39882,0.42,Ideal,G,VVS2,62.7,56.0,1103,4.77,4.74,2.98
45078,0.71,Good,J,VS2,63.5,64.0,1644,5.65,5.6,3.57
3173,0.72,Very Good,F,VVS2,63.4,56.0,3338,5.68,5.71,3.61
21826,1.26,Premium,F,VS1,62.7,58.0,9896,6.86,6.93,4.32
9889,1.03,Ideal,F,SI2,61.6,55.0,4683,6.46,6.49,3.99
52909,0.64,Ideal,G,VVS2,61.8,56.0,2587,5.53,5.56,3.43
23095,2.01,Good,I,VS2,59.0,64.0,11115,8.25,8.19,4.85
45568,0.52,Premium,G,VS1,61.2,60.0,1689,5.13,5.19,3.16
22141,2.19,Premium,J,SI2,58.8,58.0,10179,8.57,8.53,5.03
2430,0.73,Ideal,G,VVS2,61.9,56.0,3183,5.74,5.81,3.61
38284,0.28,Very Good,F,VS2,60.8,58.0,487,4.19,4.26,2.57
44962,0.55,Ideal,F,VS2,62.0,56.0,1636,5.3,5.25,3.27
38262,0.26,Premium,H,VS1,62.3,59.0,382,4.06,4.1,2.54
43217,0.5,Fair,E,VS2,66.3,55.0,1397,4.98,4.94,3.29
14562,1.0,Ideal,E,SI1,61.6,55.0,5880,6.45,6.43,3.97
44982,0.31,Premium,G,SI2,61.8,59.0,523,4.34,4.3,2.67
29681,0.32,Ideal,D,VS1,61.1,56.0,707,4.44,4.47,2.72
243,1.01,Premium,H,SI2,62.7,59.0,2788,6.31,6.22,3.93
40088,0.33,Premium,H,IF,62.0,58.0,1114,4.42,4.39,2.73
24614,1.81,Premium,I,VS2,62.7,58.0,12939,7.77,7.68,4.84
34954,0.29,Very Good,G,VS2,62.0,55.0,471,4.24,4.27,2.63
9030,1.05,Ideal,I,SI1,62.1,59.0,4516,6.5,6.47,4.03
20994,1.74,Ideal,J,SI1,62.1,54.0,9208,7.73,7.69,4.79
38565,0.5,Ideal,H,SI1,61.8,56.0,1035,5.1,5.12,3.16
48297,0.53,Ideal,G,VVS1,62.1,56.0,1958,5.19,5.21,3.23
51029,0.7,Premium,G,VS2,58.2,60.0,2328,5.84,5.78,3.38
53809,0.81,Very Good,G,SI1,60.7,56.0,2733,6.06,6.09,3.69
18926,1.5,Very Good,H,SI2,61.3,59.0,7774,7.38,7.41,4.53
49201,0.72,Very Good,G,SI2,62.5,56.0,2079,5.68,5.71,3.56
26658,2.59,Ideal,J,VS1,61.7,56.0,16465,8.83,8.77,5.43
800,0.7,Premium,E,VS2,59.5,59.0,2862,5.82,5.77,3.45
32065,0.33,Premium,D,SI1,60.1,59.0,780,4.49,4.46,2.69
36895,0.31,Premium,F,VVS1,61.8,59.0,959,4.35,4.33,2.68
31280,0.32,Ideal,E,SI2,62.7,55.0,449,4.39,4.42,2.76
30302,0.3,Very Good,G,VS1,63.3,56.0,725,4.31,4.28,2.72
43157,0.54,Premium,G,SI1,60.3,57.0,1389,5.4,5.24,3.21
39,0.26,Very Good,D,VS2,60.8,59.0,403,4.13,4.16,2.52
22865,2.0,Very Good,J,SI2,60.9,54.0,10907,8.12,8.17,4.96
40089,0.33,Premium,H,IF,61.8,60.0,1114,4.44,4.4,2.73
25350,2.01,Premium,F,SI2,61.3,58.0,14067,8.14,8.07,4.97
23456,1.42,Very Good,G,VS1,62.7,55.0,11452,7.11,7.17,4.48
9759,1.15,Very Good,H,SI2,63.7,56.0,4661,6.63,6.66,4.23
33690,0.34,Ideal,E,VVS2,61.8,56.0,838,4.48,4.52,2.78
25037,0.38,Good,E,SI1,62.8,61.0,641,4.6,4.67,2.91
46036,0.57,Premium,E,SI1,60.3,57.0,1728,5.4,5.34,3.24
40412,0.55,Ideal,I,SI1,61.3,55.0,1134,5.3,5.33,3.26
11546,0.86,Good,D,VVS1,64.3,53.0,5029,6.02,6.12,3.89
20529,1.3,Premium,G,VS2,62.2,58.0,8854,6.92,6.98,4.32
17661,1.23,Ideal,I,VVS1,62.1,57.0,7117,6.9,6.83,4.26
24803,2.1,Ideal,I,SI1,61.7,55.0,13182,8.21,8.13,5.04
45703,0.56,Ideal,I,VVS1,62.0,56.0,1698,5.29,5.26,3.27
36804,0.3,Premium,G,IF,60.2,58.0,956,4.39,4.35,2.63
41207,0.53,Ideal,H,SI1,61.5,54.0,1205,5.21,5.26,3.22
38217,0.43,Ideal,E,SI1,62.9,56.0,1016,4.83,4.8,3.03
33367,0.41,Ideal,G,VS2,61.4,55.0,827,4.75,4.8,2.93
24371,0.41,Ideal,J,VS2,62.2,54.4,637,4.72,4.75,2.95
53345,0.7,Ideal,E,SI1,62.6,55.0,2656,5.62,5.66,3.53
32530,0.35,Very Good,G,VVS2,62.8,58.0,798,4.44,4.48,2.8
49407,0.75,Very Good,H,SI2,60.4,60.0,2106,5.89,5.93,3.57
47750,0.54,Very Good,D,VS2,61.7,58.0,1892,5.16,5.24,3.21
21496,1.52,Very Good,J,VVS1,63.6,56.0,9593,7.26,7.33,4.64
50199,0.71,Very Good,I,VS1,62.9,59.0,2226,5.68,5.71,3.58
20684,1.12,Very Good,G,IF,60.9,57.0,8962,6.68,6.79,4.1
13136,1.26,Premium,H,SI2,60.9,57.0,5434,7.03,6.96,4.26
21208,1.51,Ideal,I,VS2,61.6,57.0,9352,7.34,7.28,4.5
1746,0.7,Fair,F,VS1,64.9,59.0,3039,5.56,5.59,3.62
13224,1.5,Premium,G,SI2,61.7,55.0,5460,7.39,7.32,4.54
27336,2.16,Premium,J,VVS1,61.5,58.0,17891,8.36,8.26,5.11
44177,0.57,Ideal,F,VS2,61.6,56.0,1567,5.34,5.37,3.3
7016,0.92,Good,D,SI1,63.6,57.0,4158,6.09,6.14,3.89
28197,0.4,Very Good,E,SI2,62.9,58.0,666,4.7,4.74,2.97
37482,0.35,Premium,E,VS2,60.9,59.0,984,4.56,4.54,2.77
7745,1.24,Premium,E,SI2,60.8,57.0,4278,6.98,6.94,4.23
10393,0.31,Ideal,G,SI1,62.8,55.0,593,4.38,4.32,2.73
21389,0.34,Very Good,D,SI1,59.6,59.0,626,4.55,4.57,2.72
53556,0.8,Ideal,I,VS2,62.6,54.0,2694,5.93,5.96,3.72
13207,1.11,Ideal,H,SI1,61.6,56.0,5456,6.69,6.65,4.11
46809,0.77,Very Good,J,SI1,62.3,58.0,1807,5.86,5.89,3.66
34758,0.41,Premium,H,SI1,62.9,58.0,876,4.73,4.72,2.97
46914,0.54,Ideal,F,VS1,60.9,56.0,1814,5.31,5.27,3.22
29199,0.44,Good,J,VS1,63.2,57.0,694,4.82,4.86,3.06
50494,0.75,Premium,G,SI2,62.7,58.0,2268,5.82,5.76,3.63
2584,0.96,Fair,I,VS2,56.1,60.0,3215,6.62,6.58,3.7
33609,0.31,Ideal,D,SI2,62.0,56.0,462,4.33,4.35,2.69
13249,0.9,Very Good,D,VS2,62.3,56.0,5476,6.14,6.18,3.84
31373,0.42,Ideal,D,SI1,62.1,54.0,761,4.84,4.86,3.01
1981,0.8,Very Good,F,SI1,63.1,58.0,3093,5.89,5.93,3.73
2357,1.01,Fair,G,SI2,68.5,63.0,3173,6.08,6.0,4.14
35841,0.4,Ideal,F,SI1,59.8,57.0,916,4.82,4.85,2.89
38263,0.26,Premium,G,VS1,61.3,60.0,382,4.07,4.12,2.51
44356,0.55,Ideal,F,VS2,62.7,55.0,1580,5.24,5.26,3.29
5167,1.02,Good,H,SI2,57.9,61.0,3770,6.75,6.68,3.89
12625,1.0,Fair,F,SI1,64.8,59.0,5292,6.29,6.24,4.06
19191,1.02,Very Good,G,VVS2,63.1,59.0,7942,6.45,6.38,4.05
26969,1.71,Ideal,G,VS1,61.4,57.0,17049,7.65,7.72,4.72
124,0.7,Fair,F,VS2,64.5,57.0,2762,5.57,5.53,3.58
40535,0.43,Ideal,F,VVS2,61.5,55.0,1148,4.85,4.88,2.99
13832,1.25,Premium,J,VS1,62.2,58.0,5637,6.88,6.92,4.29
27317,2.1,Very Good,I,VS2,59.4,60.0,17837,8.39,8.47,5.01
30359,0.31,Ideal,F,VS1,61.1,57.0,729,4.34,4.36,2.66
4786,1.0,Good,E,SI2,57.7,65.0,3696,6.55,6.59,3.79
1445,0.83,Premium,G,SI1,61.6,59.0,2975,6.02,5.99,3.7
51400,0.7,Premium,F,VS2,61.1,62.0,2369,5.69,5.64,3.46
49890,0.57,Ideal,E,VS1,62.0,55.0,2177,5.31,5.34,3.3
21555,2.01,Premium,I,SI2,63.0,59.0,9658,8.04,7.97,5.04
52136,0.74,Ideal,J,VS1,61.7,57.0,2468,5.79,5.84,3.59
10703,0.9,Good,H,VVS1,63.8,59.0,4847,6.09,6.13,3.9
33155,0.31,Premium,G,VVS1,60.5,60.0,816,4.33,4.4,2.64
14888,1.01,Very Good,G,VS1,63.1,57.0,5995,6.38,6.33,4.01
